Id,Merchant Name,Merchant State,Program Area,Transaction Date,Payment Date,Transaction Amount,Item Description,Purchase Amount,Purchase Type,Annual Bid Number,Reference Number,Allocation Id
293983,STAPLS7166591116002001,TX,PARKS AND REC - PARKS,12/13/2016,1/9/2017,-25,refund for leather chair,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800044889816121401979600000001742215_C  ,1
293984,STAPLS7167261468003001,TX,PARKS AND REC - PARKS,12/21/2016,1/9/2017,-27.58,refund for journal for greenhouse daily logs never received,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240710516122203213300000001217358_C  ,1
293985,ELECTION CENTER,TX,CLERK AND RECORDER - CLERK,12/19/2016,1/9/2017,-150,refund for duplicate charge - recertification fee,Schools and Educational Services - Not Elsewhere Classified,PCARD,,DEF1635513479277                                  ,1
293986,MED SUPPLIER CORPORATI,MI,ENVIRONMENTAL HEALTH - ENVHL,12/14/2016,1/9/2017,-102.98,Refund for canceled order,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,PCARD,,1413427533000240504216121502163300000001330737_C  ,1
293987,HOBBY-LOBBY #0063,CO,PARKS AND REC - PARKS,12/16/2016,1/9/2017,-17.04,refund for art and craft supplies,"GAME, TOY, AND HOBBY SHOPS",PCARD,,DEF1635414933345                                  ,2
293988,AMAZON.COM,WA,ENVIRONMENTAL HEALTH - ENVHL,12/6/2016,1/9/2017,-523.39,Refund for 7 Otter Box for Surface Pro 3,Book Stores,PCARD,,1413427533000240509116120700921200000000117921_C  ,2
293989,STAPLS7166370373002001,TX,PARKS AND REC - PARKS,12/6/2016,1/9/2017,-62.49,refund credit for brochure display,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5954L0112,1413427533800031235916120700921200000001606844_C  ,1
293990,AMAZONPRIME MEMBERSHIP,WA,PUBLIC WORKS - PWOPS,11/28/2016,1/9/2017,-99,Refund Amazon Prime,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533800040863716112904126900000000193465_C  ,1
293991,WW GRAINGER,PA,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,-165.27,Refund 9301359155,Industrial Supplies - Not Elsewhere Classified,ANNUAL BID,5836S0112,1413427533000311552516121301796900000000584869_C  ,4
293992,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/22/2016,1/9/2017,-1278.86,Refund 3004910814,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533000311552516122303395900000001556968_C  ,1
293993,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,-43.16,Refund 183871,Automotive Parts and Accessories Stores,ANNUAL BID,0010A0311,1413427533000311552516121602343600000000237249_C  ,1
293994,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,-18.57,Refund 179886,Automotive Parts and Accessories Stores,ANNUAL BID,0010A0311,1413427533000311552516120801103700000000231678_C  ,2
293995,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,-111.2,Refund 179812,Automotive Parts and Accessories Stores,ANNUAL BID,0010A0311,1413427533000311552516120801103700000000231674_C  ,2
293996,MATHESON-D96,CO,PUBLIC WORKS - PWOPS,12/19/2016,1/9/2017,-0.66,Refund 14499802,Chemicals and Allied Products - Not Elsewhere Classified,PCARD,,1413427533000311552516122002851500000000948384_C  ,1
293997,O.J. WATSON COMPANY,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,-92,Refund 0072111-CM,Commercial Equipment - Not Elsewhere Classified,ANNUAL BID,0298A0213,1413427533000311552516121502163300000001390376_C  ,5
293998,AMAZON MKTPLACE PMTS,WA,ENVIRONMENTAL HEALTH - ENVHL,12/16/2016,1/9/2017,-103.92,Refund - certificate frames were lost in transit,Book Stores,PCARD,,1413427533000242616216121802512700000001128139_C  ,1
293999,STAPLS7166944094001001,TX,PARKS AND REC - PARKS,12/21/2016,1/9/2017,-52.19,Refund - anti fatigue mat that was too large,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240373216122203213300000001217354_C  ,1
294000,SEARS.COM 9300,IA,DENVER PUBLIC LIBRARY - BOOKS,12/5/2016,1/9/2017,-118.4,REFUND,Department Stores,PCARD,,1413427533000244548516120700921200000000836479_C  ,1
294001,SEARS.COM 9300,IA,DENVER PUBLIC LIBRARY - BOOKS,12/15/2016,1/9/2017,138.39,REFRIGERATOR-L6 PROJECT,Department Stores,PCARD,,1413427533000244548516121802512700000001224919    ,1
294002,KING SOOPERS #0001,CO,AUDITORS OFFICE - AUDIT,12/13/2016,1/9/2017,90.76,Refresments for All Staff Quarterly Meeting on 12/14/16,Grocery Stores and Supermarkets,PCARD,,1413427533800040754816121401979600000001219938    ,1
294003,STAPLS7167712724000001,TX,PARKS AND REC - PARKS,12/15/2016,1/9/2017,10.69,"Refill, experss mnthly wht.","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800044889816121602343600000001700764    ,1
294004,VARIDESK,TX,DENVER PUBLIC LIBRARY - BOOKS,12/3/2016,1/9/2017,395,REF OFFICE SUPPLY,Miscellaneous General Merchandise Stores,PCARD,,1413427533000318231916120400485700000000191312    ,1
294005,WW GRAINGER,PA,PARKS AND REC - PARKS,11/29/2016,1/9/2017,148.78,Reducer & Nipple,Industrial Supplies - Not Elsewhere Classified,ANNUAL BID,5836S0112,1413427533000240412816113004302500000001849404    ,2
294006,STAR INDUSTRIAL SUPPLIES,CO,THEATERS AND ARENAS - THTRS,12/21/2016,1/9/2017,220,red wiping rags for janitorial purposes at Denver Coliseum,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800026797516122203213300000001441083    ,1
294007,PETERSEN SPECIALTY CO,CO,SHERIFF DEPARTMENT - SHERF,12/14/2016,1/9/2017,29.16,red stamp that reads PROPERTY CANNOT BE OPENED ONCE SEALED,Miscellaneous and Specialty Retail Stores,PCARD,,DEF1635014420700                                  ,1
294008,STAPLS7168058613000001,TX,PARKS AND REC - PARKS,12/21/2016,1/9/2017,101.38,Recycled Hardwound Kraft Roll Paper Towels,"Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000240367416122203213300000001217426    ,4
294009,IN  AMERICAN TIRE EXCHANG,CO,PUBLIC WORKS - PWOPS,12/16/2016,1/9/2017,112,Recycle tires 101713,Automotive Service Shops (Non-Dealer),ANNUAL BID,0043A0113,DEF1635414931783                                  ,3
294010,IN  AMERICAN TIRE EXCHANG,CO,PUBLIC WORKS - PWOPS,12/16/2016,1/9/2017,327,Recycle tires 101629,Automotive Service Shops (Non-Dealer),ANNUAL BID,0043A0113,DEF1635414931784                                  ,2
294011,METECH RECYCLING INC,CA,THEATERS AND ARENAS - THTRS,12/13/2016,1/9/2017,82.65,recycle of electronic items from Denver Coliseum,Business Services - Not Elsewhere Classified,ANNUAL BID,0365A0115,1413427533800026797516121401979600000001635663    ,1
294012,H G MAKELIM COMPANY,CA,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,236.22,"Rectifier, Inv#04495581",Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800038533016120600742500000001734522    ,1
294013,AMAZON MKTPLACE PMTS,WA,POLICE DEPARTMENT - POLIC,12/6/2016,1/9/2017,234.68,Recruitment Supplies,Book Stores,PCARD,,1413427533000308427516120700921200000000683526    ,1
294014,SHRED-IT USA LLC,IL,CLERK AND RECORDER - CLERK,12/12/2016,1/9/2017,30,Records - Med Tote-Off Site Purge Custody 455lbs,Business Services - Not Elsewhere Classified,PCARD,,1413427533000245234116121301796900000001284910    ,1
294015,POWER EQUIPMENT CO DEN,CO,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,115.25,"Recoil Starter, Inv#D612194999",Construction Materials - Not Elsewhere Classified,PCARD,,DEF1634314132429                                  ,1
294016,BSN SPORT SUPPLY GROUP,TX,PARKS AND REC - PARKS,12/16/2016,1/9/2017,461.09,rec supplies:basketballs,"Mens, Womens, and Childrens Uniforms and Commercial Clothing",PCARD,,DEF1635414932711                                  ,1
294017,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,11/30/2016,1/9/2017,69.72,"Rec supplies, Medicine Balls",Book Stores,PCARD,,1413427533800035272816113004302500000001510706    ,1
294018,TARGET        00028209,CO,PARKS AND REC - PARKS,12/8/2016,1/9/2017,20.27,"rec supplies, bags flat ware",Grocery Stores and Supermarkets,PCARD,,1413427533000240377316120901288600000001028861    ,1
294019,GAME EXCHANGE OF COLORADO,CO,PARKS AND REC - PARKS,11/28/2016,1/9/2017,20,"Rec Supplies,  pool sticks 6",Video Amusement Game Supplies,PCARD,,DEF1633413337649                                  ,2
294020,TARGET        00028209,CO,PARKS AND REC - PARKS,12/10/2016,1/9/2017,14.91,rec supplies saturday challengers,Grocery Stores and Supermarkets,PCARD,,1413427533000240377316121101540000000001185065    ,1
294021,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,11/29/2016,1/9/2017,275,Rec Admin approved purchase: TV stand,Book Stores,PCARD,,1413427533000240409416113004302500000000668891    ,2
294022,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,11/29/2016,1/9/2017,87.99,Rec Admin approved purchase: sit to stand desk stand,Book Stores,PCARD,,1413427533000240409416112904126900000001085436    ,2
294023,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,12/13/2016,1/9/2017,490,rec admin approved purchase vizio tv,Book Stores,PCARD,,1413427533000240409416121301796900000001099331    ,2
294024,THE HOME DEPOT #1505,CO,WASTEWATER - PWWMD,12/21/2016,1/9/2017,4.25,rebar tiewire,Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533000240518216122303395900000000573951    ,1
294025,ONLY DIESELS,CO,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,50,REAPIRS  UNIT DL54  W/O 9988618  INVOICE 762IWD,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",PCARD,,1413427533000335418116121301796900000000805083    ,1
294026,A AND E TIRE HARVEYS,CO,PUBLIC WORKS - PWOPS,11/30/2016,1/9/2017,69.95,REAPIR UNIT CL35 W/O 9987782 INVOICE 257197-00,Tire Retreading and Repair Shops,PCARD,,1413427533000335418116120200234900000000837146    ,1
294027,C AND M AIR COOLED ENG,TX,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,152,REAPIR  UNIT SQ43  W/O 9987704  INVOICE 341896,LAWN AND GARDEN SUPPLY STORES,PCARD,,DEF1634213938263                                  ,1
294028,O MEARA FORD,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,340.98,REAPIR  UNIT DL46  W/O 9987024  INVOICE FOCS645113,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",PCARD,,1413427533000335418116121401979600000001165954    ,1
294029,ONLY DIESELS,CO,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,50,REAPAIR  UNIT DW11  W/O 9988231  INVOICE 974UGZ,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",PCARD,,1413427533000335418116121301796900000000805087    ,1
294030,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,25,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914191                                  ,1
294031,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,25,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914192                                  ,1
294032,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,25,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914193                                  ,1
294033,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,25,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914194                                  ,1
294034,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,50,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914195                                  ,1
294035,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,50,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914196                                  ,1
294036,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,50,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914197                                  ,1
294037,READY FIT GO 38TH,CO,SHERIFF DEPARTMENT - SHERF,12/20/2016,1/9/2017,25,ready fit go gift cards for Holiday fitness challenge,Miscellaneous Food Stores,PCARD,,DEF1635713914198                                  ,1
294038,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/15/2016,1/9/2017,75.18,RATCHET STRAPS - I168 - 184046,Automotive Parts and Accessories Stores,ANNUAL BID,0010A0311,1413427533000335883616121802512700000000488185    ,2
294039,PAYPAL  IAN SMITH,CA,PARKS AND REC - PARKS,12/7/2016,1/9/2017,156.26,Rare Buffalo Bill Wil dWest season ticket,Artists Supply and Craft Shops,PCARD,,1413427533000240372416120901288600000001207325    ,1
294040,WW GRAINGER,PA,PUBLIC WORKS - PWOPS,12/2/2016,1/9/2017,278.24,RAINGEAR/BOOTS FOR NEW FLEET EMPLOYEE INVOICE 9296261523,Industrial Supplies - Not Elsewhere Classified,ANNUAL BID,5836S0112,1413427533800041999816120400407900000002334753    ,1
294041,STAR INDUSTRIAL SUPPLIES,CO,PARKS AND REC - PARKS,12/7/2016,1/9/2017,189,rags,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533000240359116120801103700000001892987    ,2
294042,"SAFEWARE, INC.",MD,FIRE DEPARTMENT - FIRES,12/16/2016,1/9/2017,742.84,RAE monitors,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800044383216121602343600000001529381    ,1
294043,"SAFEWARE, INC.",MD,FIRE DEPARTMENT - FIRES,12/22/2016,1/9/2017,740.91,RAE monitors,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800044383216122203213300000001355218    ,1
294044,COLORADO PUBLIC RADIO OPE,CO,ENVIRONMENTAL HEALTH - ENVHL,11/29/2016,1/9/2017,1043.37,Radio Ad Spots for Certifiably Green Denver,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",PCARD,,1413427533000336690416120100055600000000196870    ,1
294045,NAPA STORE 3600010,CO,PARKS AND REC - PARKS,12/2/2016,1/9/2017,10.44,Radiator cap and air intake hose on flatbed - 0-2103,Automotive Parts and Accessories Stores,ANNUAL BID,5951L0216,1413427533000240397116120400485700000000499343    ,2
294046,RADIATOR EXPRESS WAREHOUS,CA,PUBLIC WORKS - PWOPS,11/30/2016,1/9/2017,113,RADIATOR  UNIT ST6507  INV # 34070799,Motor Vehicle Supplies and New Parts,ANNUAL BID,0010A1407,1413427533800026562316120100055600000001830404    ,1
294047,DENVER RADIATOR,CO,PUBLIC WORKS - PWOPS,12/20/2016,1/9/2017,173.21,RADIATOR - STK - 173.21,Plumbing and Heating Equipment and Supplies,PCARD,,1413427533000335883616122203213300000000228729    ,1
294048,SOLLY INDUSTRIES INC,NY,PARKS AND REC - PARKS,11/29/2016,1/9/2017,282.58,RADIANT HEATING FOR PRM SHOP - radiant tubing,"Heating, Plumbing, and Air Conditioning Contractors",PCARD,,DEF1633613863347                                  ,1
294049,SOLLY INDUSTRIES INC,NY,PARKS AND REC - PARKS,12/1/2016,1/9/2017,550.58,RADIANT HEATING FOR PRM SHOP,"Heating, Plumbing, and Air Conditioning Contractors",PCARD,,DEF1634014970373                                  ,1
294050,DRIVE TRAIN INDUSTRIES I,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,30.16,"Radial Seal, Inv#01280886",Automotive Parts and Accessories Stores,ANNUAL BID,0010A0211,1413427533800038533016120901288600000002096147    ,1
294051,COLO CONTR ASSN,CO,ENVIRONMENTAL HEALTH - ENVHL,12/7/2016,1/9/2017,35,RACS Asbestos Awareness Training - Tilko,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",PCARD,,1413427533000336690416120801103700000001178474    ,2
294052,COLO CONTR ASSN,CO,ENVIRONMENTAL HEALTH - ENVHL,12/7/2016,1/9/2017,70,RACS Asbestos Awareness Training - Kates & Gonzalez,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",PCARD,,1413427533000336690416120801103700000001178474    ,1
294053,NATIONAL BAND & TAG,KY,ENVIRONMENTAL HEALTH - ENVHL,11/29/2016,1/9/2017,582,rabies tags,Business Services - Not Elsewhere Classified,PCARD,,DEF1633714234780                                  ,1
294054,INTERMOUNTAIN LOCK AND SE,CO,SHERIFF DEPARTMENT - SHERF,12/9/2016,1/9/2017,1406.61,"R40 PIV class readers, R10 PIV readers, shop parts, DDC","Hardware, Equipment and Supplies",PCARD,,1413427533000240498716121101540000000000106185    ,1
294055,ROYCE INDUSTRIES DEN,CO,PARKS AND REC - PARKS,12/5/2016,1/9/2017,1010.56,R&M of Hosty,Commercial Equipment - Not Elsewhere Classified,PCARD,,1413427533000240710516120600742500000000952050    ,1
294056,EPSON   AMERICA,CA,POLICE DEPARTMENT - POLIC,12/3/2016,1/9/2017,448,R&M discproducer,Direct Marketing - Other Direct Marketers,PCARD,,DEF1634014973678                                  ,1
294057,STAPLS7166212467000001,TX,PARKS AND REC - PARKS,11/26/2016,1/9/2017,35.58,QUICKIE GLUE,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240363316112803951200000000033840    ,2
294058,O.J. WATSON COMPANY,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,211.4,Quick disconnects SH10 0071990-IN,Commercial Equipment - Not Elsewhere Classified,ANNUAL BID,0298A0213,1413427533000311552516120901288600000000933336    ,4
294059,O.J. WATSON COMPANY,CO,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,92,Quick disconnects SH10 0071827-IN,Commercial Equipment - Not Elsewhere Classified,ANNUAL BID,0298A0213,1413427533000311552516120200234900000000918352    ,5
294060,"MINDBODY, INC",CA,FIRE DEPARTMENT - FIRES,11/26/2016,1/9/2017,285,quarterly PT scheduling system,"Computers, Computer Peripheral Equipment, Software",PCARD,,1413427533800032649016112703872000000001172648    ,1
294061,"STORMWATER USA, LLC",CT,WASTEWATER - PWWMD,11/28/2016,1/9/2017,1995.3,"Qualified Preparer of Stormwater Mgmt Class - D. Mollendor, P. Stokes, S. F",Schools and Educational Services - Not Elsewhere Classified,PCARD,,1413427533800040571616112904126900000000750564    ,1
294062,MHC KENWORTH DENVER,CO,PUBLIC WORKS - PWOPS,12/22/2016,1/9/2017,13.95,QK LOCK INV # T00305601621419,Automotive Parts and Accessories Stores,PCARD,,1413427533000240429216122303395900000001515247    ,1
294063,QUALITY AUDIO CAR INC.,NY,COUNTY COURT - COURT,12/15/2016,1/9/2017,148.71,PYLE BANKNOTE CURRENCY COUNTER,Durable Goods - Not Elsewhere Classified,PCARD,,1413427533800042263816121802512700000000898834    ,1
294064,FERGUSON ENT #109,CO,PARKS AND REC - PARKS,11/29/2016,1/9/2017,1074.97,PXP FP BV WTR FOR 20TH ST. REC,Plumbing and Heating Equipment and Supplies,ANNUAL BID,0858A0116,1413427533800043328816113004302500000001176872    ,2
294065,AMAZON.COM AMZN.COM/BILL,WA,PUBLIC WORKS - PWOPS,12/16/2016,1/9/2017,90.1,PWTM numbered stickers for folders and velcro wraps for staff project,Book Stores,PCARD,,1413427533000275226016121802512700000000760154    ,1
294066,TRB ANNUAL MEETING,DC,PUBLIC WORKS - PWOPS,11/30/2016,1/9/2017,475,PWTM fee for Transportation Research Board 96th annual meeting in D.C.,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",PCARD,,1413427533000275226016120100055600000001938347    ,1
294067,RRD WORKSMARTSUITE,PA,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,24,PWTM Business Cards for new staff,Miscellaneous Publishing and Printing,PCARD,,1413427533000275226016120600742500000001608827    ,1
294068,THE HOME DEPOT #1532,CO,PUBLIC WORKS - PWOPS,11/28/2016,1/9/2017,88,PWTM Air Compressor for counting tubes,Home Supply Warehouse Stores,PCARD,,1413427533000275226016113004302500000000574629    ,1
294069,STAPLS7167714543000001,TX,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,169.87,PWTM 2017 calendars and coated paper for TMC brochures for special events,"Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000275226016121502163300000001600875    ,1
294070,STAPLS7167941183000001,TX,PUBLIC WORKS - PWOPS,12/17/2016,1/9/2017,43.97,PWTM 2017 calendars and coated paper for TMC brochures for special events,"Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000275226016121902675300000000059139    ,1
